. </s> <s> | 0.03564196030781693
</s> <s> The | 0.010530579181855002
'' . </s> | 0.006075334143377886
</s> <s> `` | 0.0032401782098015392
, the jury | 0.0028351559335763467
<s> The jury | 0.002430133657351154
'' , the | 0.002430133657351154
</s> <s> It | 0.002430133657351154
the jury said | 0.002025111381125962
said . </s> | 0.0016200891049007696
<s> </s> <s> | 0.9887640449438202
</s> <s> The | 0.26262626262626265
</s> <s> `` | 0.08080808080808081
, the jury | 0.4375
<s> The jury | 0.2222222222222222
'' , the | 0.8571428571428571
</s> <s> It | 0.06060606060606061
the jury said | 0.7142857142857143
</s> <s> A | 0.04040404040404041
jury said , | 0.42857142857142855
